Area Name,Year,Sex,Total
Cardston County,2008,3,4240
Magrath,2008,3,2239
Improvement District No. 4 Waterton,2008,3,131
Cardston,2008,3,3627
Glenwood,2008,3,288
Hill Spring,2008,3,197
Pincher Creek No. 9,2008,3,3390
Pincher Creek,2008,3,3809
Cowley,2008,3,234
Willow Creek No. 26,2008,3,5490
Fort Macleod,2008,3,3204
Granum,2008,3,438
Claresholm,2008,3,3830
Stavely,2008,3,481
Nanton,2008,3,2152
Piikani 147,2008,3,1329
Blood 148,2008,3,4566
Blood 148A,2008,3,0
Acadia No. 34,2008,3,552
Special Area No. 2,2008,3,2127
Empress,2008,3,157
Hanna,2008,3,2920
Special Area No. 3,2008,3,1234
Oyen,2008,3,1027
Cereal,2008,3,136
Youngstown,2008,3,181
Special Area No. 4,2008,3,1443
Veteran,2008,3,284
Consort,2008,3,743
Vulcan County,2008,3,3952
Carmangay,2008,3,356
Champion,2008,3,374
Vulcan,2008,3,1970
Lomond,2008,3,180
Milo,2008,3,111
Arrowwood,2008,3,218
Wheatland County,2008,3,8627
Strathmore,2008,3,11697
Hussar,2008,3,192
Standard,2008,3,398
Rockyford,2008,3,354
Drumheller,2008,3,8427
Starland County,2008,3,2363
Delia,2008,3,206
Munson,2008,3,222
Morrin,2008,3,257
Kneehill County,2008,3,5350
Carbon,2008,3,604
Acme,2008,3,686
Linden,2008,3,707
Three Hills,2008,3,3270
Trochu,2008,3,1067
Siksika 146,2008,3,2984
Foothills No. 31,2008,3,21034
High River,2008,3,12009
Longview,2008,3,306
Turner Valley,2008,3,2072
Black Diamond,2008,3,2146
Okotoks,2008,3,20923
Rocky View County,2008,3,35695
Calgary,2008,3,1079389
Chestermere,2008,3,12373
Cochrane,2008,3,15883
Airdrie,2008,3,35771
Irricana,2008,3,1252
Beiseker,2008,3,829
Crossfield,2008,3,2833
Mountain View County,2008,3,12774
Carstairs,2008,3,3091
Cremona,2008,3,476
Didsbury,2008,3,4696
Olds,2008,3,7903
Sundre,2008,3,2652
Eden Valley 216,2008,3,482
Tsuu T'ina Nation 145 (Sarcee 145),2008,3,2558
Provost No. 52,2008,3,2539
Provost,2008,3,2162
Czar,2008,3,178
Hughenden,2008,3,239
Amisk,2008,3,190
Paintearth County No. 18,2008,3,2174
Coronation,2008,3,1030
Castor,2008,3,975
Halkirk,2008,3,121
Stettler County No. 6,2008,3,5421
Big Valley,2008,3,366
Gadsby,2008,3,31
Botha,2008,3,187
Stettler,2008,3,5828
White Sands,2008,3,111
Rochon Sands,2008,3,65
Donalda,2008,3,247
Flagstaff County,2008,3,3543
Alliance,2008,3,169
Galahad,2008,3,126
Forestburg,2008,3,907
Heisler,2008,3,155
Daysland,2008,3,841
Strome,2008,3,248
Killam,2008,3,1047
Sedgewick,2008,3,904
Lougheed,2008,3,231
Hardisty,2008,3,749
Wainwright No. 61,2008,3,3956
Chauvin,2008,3,331
Edgerton,2008,3,367
Wainwright,2008,3,5895
Irma,2008,3,463
Red Deer County,2008,3,19334
Elnora,2008,3,299
Delburne,2008,3,806
Jarvis Bay,2008,3,192
Bowden,2008,3,1257
Innisfail,2008,3,7863
Penhold,2008,3,2228
Red Deer,2008,3,90761
Sylvan Lake,2008,3,11665
Norglenwold,2008,3,260
Lacombe County,2008,3,10818
Birchcliff,2008,3,122
Eckville,2008,3,1052
Half Moon Bay,2008,3,35
Bentley,2008,3,1119
Sunbreaker Cove,2008,3,111
Gull Lake,2008,3,182
Blackfalds,2008,3,5583
Lacombe,2008,3,11579
Clive,2008,3,627
Alix,2008,3,882
Ponoka County,2008,3,9067
Ponoka,2008,3,6929
Parkland Beach,2008,3,132
Rimbey,2008,3,2374
Samson 137,2008,3,3656
Samson 137A,2008,3,36
Montana 139,2008,3,677
Clearwater County,2008,3,12625
Burnstick Lake,2008,3,32
Caroline,2008,3,541
Rocky Mountain House,2008,3,7290
O'Chiese 203,2008,3,589
Sunchild 202,2008,3,608
Big Horn 144A,2008,3,161
Camrose County,2008,3,7698
Bashaw,2008,3,850
Rosalind,2008,3,196
Ferintosh,2008,3,169
Edberg,2008,3,166
New Norway,2008,3,321
Bawlf,2008,3,389
Camrose,2008,3,17051
Bittern Lake,2008,3,238
Hay Lakes,2008,3,408
Beaver County,2008,3,5923
Tofield,2008,3,2088
Ryley,2008,3,482
Holden,2008,3,398
Viking,2008,3,1102
Minburn County No. 27,2008,3,3449
Vegreville,2008,3,5823
Innisfree,2008,3,229
Minburn,2008,3,83
Mannville,2008,3,820
Vermilion River County,2008,3,7979
Paradise Valley,2008,3,183
Lloydminster (Part),2008,3,17718
Kitscoty,2008,3,801
Vermilion,2008,3,4186
Marwayne,2008,3,580
Dewberry,2008,3,204
Two Hills County No. 21,2008,3,3110
Myrnam,2008,3,372
Two Hills,2008,3,1216
Willingdon,2008,3,290
Lamont County,2008,3,4059
Andrew,2008,3,432
Mundare,2008,3,785
Chipman,2008,3,266
Lamont,2008,3,1753
Bruderheim,2008,3,1247
Improvement District No. 13 Elk Island,2008,3,16
Makaoo (Part) 120,2008,3,168
Wetaskiwin County No. 10,2008,3,11017
Wetaskiwin,2008,3,12444
Argentia Beach,2008,3,38
Grandview,2008,3,124
Poplar Bay,2008,3,82
Crystal Springs,2008,3,108
Norris Beach,2008,3,43
Ma-Me-O Beach,2008,3,139
Silver Beach,2008,3,51
Millet,2008,3,2156
Leduc County,2008,3,13741
Beaumont,2008,3,11090
Leduc,2008,3,20623
Devon,2008,3,6644
Calmar,2008,3,2040
Sundance Beach,2008,3,96
Thorsby,2008,3,985
Itaska Beach,2008,3,29
Golden Days,2008,3,182
Warburg,2008,3,708
Breton,2008,3,549
Drayton Valley,2008,3,7277
Brazeau County,2008,3,7378
Parkland County,2008,3,30863
Seba Beach,2008,3,183
Betula Beach,2008,3,13
Point Alison,2008,3,15
Lakeview,2008,3,33
Kapasiwin,2008,3,12
Wabamun,2008,3,640
Spring Lake,2008,3,530
Stony Plain,2008,3,13984
Spruce Grove,2008,3,23100
Strathcona County,2008,3,89932
Fort Saskatchewan,2008,3,17263
Sturgeon County,2008,3,19735
Edmonton,2008,3,797609
St. Albert,2008,3,61565
Gibbons,2008,3,2912
Redwater,2008,3,2163
Bon Accord,2008,3,1582
Morinville,2008,3,7767
Legal,2008,3,1235
Ermineskin 138,2008,3,1666
Pigeon Lake 138A,2008,3,414
Louis Bull 138B,2008,3,1291
Stony Plain 135,2008,3,1323
Alexander 134,2008,3,1042
Wabamun 133A,2008,3,1124
Wabamun 133B,2008,3,20
Cold Lake,2008,3,13381
Bonnyville No. 87,2008,3,11058
Bonnyville,2008,3,6314
Bonnyville Beach,2008,3,97
Glendon,2008,3,463
Pelican Narrows,2008,3,154
St. Paul County No. 19,2008,3,6120
Elk Point,2008,3,1535
St. Paul,2008,3,5458
Horseshoe Bay,2008,3,146
Smoky Lake County,2008,3,3701
Vilna,2008,3,269
Waskatenau,2008,3,274
Smoky Lake,2008,3,1046
Lac la Biche County,2008,3,9218
Unipouheos 121,2008,3,807
Puskiakiwenin 122,2008,3,464
Saddle Lake 125,2008,3,4177
White Fish Lake 128,2008,3,1277
Cold Lake 149,2008,3,518
Kehewin 123,2008,3,1084
Cold Lake 149A,2008,3,47
Cold Lake 149B,2008,3,129
Beaver Lake 131,2008,3,413
Heart Lake 167,2008,3,169
Lac Ste. Anne County,2008,3,10494
Mayerthorpe,2008,3,1519
Nakamun Park,2008,3,68
Val Quentin,2008,3,176
West Cove,2008,3,154
Yellowstone,2008,3,155
Ross Haven,2008,3,183
Castle Island,2008,3,20
Silver Sands,2008,3,139
Sunset Point,2008,3,241
Alberta Beach,2008,3,908
Birch Cove,2008,3,41
Onoway,2008,3,989
South View,2008,3,83
Sandy Beach,2008,3,248
Sunrise Beach,2008,3,165
Barrhead County No. 11,2008,3,6194
Barrhead,2008,3,4492
Westlock County,2008,3,7544
Woodlands County,2008,3,4426
Whitecourt,2008,3,9830
Westlock,2008,3,5154
Clyde,2008,3,506
Larkspur,2008,3,52
Thorhild County No. 7,2008,3,3617
Athabasca County,2008,3,7930
Mewatha Beach,2008,3,129
Boyle,2008,3,920
Sunset Beach,2008,3,71
Athabasca,2008,3,2877
Island Lake,2008,3,321
Island Lake South,2008,3,96
Bondiss,2008,3,123
South Baptiste,2008,3,63
West Baptiste,2008,3,83
Whispering Hills,2008,3,122
Alexis 133,2008,3,806
Yellowhead County,2008,3,10580
Hinton,2008,3,10192
Edson,2008,3,8664
Improvement District No. 25 Willmore Wilderness,2008,3,0
Crowsnest Pass,2008,3,5868
Kananaskis,2008,3,396
Bighorn No. 8,2008,3,1438
Canmore,2008,3,12910
Ghost Lake,2008,3,80
Waiparous,2008,3,47
Improvement District No. 9 Banff,2008,3,1170
Jasper,2008,3,4630
Banff,2008,3,7651
Improvement District No. 12 Jasper Park,2008,3,29
Ranchland No. 66,2008,3,87
"Stoney 142, 143, 144",2008,3,3068
Wood Buffalo,2008,3,60319
Improvement District No. 24 Wood Buffalo,2008,3,509
Janvier 194,2008,3,284
Gregoire Lake 176,2008,3,167
Gregoire Lake 176A,2008,3,75
Chipewyan 201A,2008,3,2
Old Fort 217,2008,3,0
Allison Bay 219,2008,3,70
Dog Head 218,2008,3,98
Charles Lake 225,2008,3,0
Fort McKay 174,2008,3,0
Namur River 174A,2008,3,0
Namur Lake 174B,2008,3,0
Fort Mackay,2008,3,557
Thebathi 196,2008,3,22
Thabacha Náre 196A,2008,3,0
High Prairie,2008,3,2822
Swan Hills,2008,3,1650
Northern Sunrise County,2008,3,1845
Big Lakes,2008,3,6286
Slave Lake,2008,3,7169
Opportunity No. 17,2008,3,3108
Lesser Slave River No.124,2008,3,3003
Nampa,2008,3,369
Clear Hills,2008,3,2880
Hines Creek,2008,3,434
Northern Lights County,2008,3,4079
Manning,2008,3,1423
High Level,2008,3,4022
Mackenzie County,2008,3,10952
Rainbow Lake,2008,3,994
Jean Baptiste Gambler 183,2008,3,246
Wabasca 166,2008,3,108
Wabasca 166A,2008,3,715
Wabasca 166B,2008,3,243
Wabasca 166C,2008,3,187
Wabasca 166D,2008,3,923
Utikoomak Lake 155,2008,3,764
Clear Hills 152C,2008,3,0
Utikoomak Lake 155A,2008,3,113
Drift Pile River 150,2008,3,802
Sucker Creek 150A,2008,3,661
Kapawe'no First Nation (Pakashan 150D),2008,3,2
Swan River 150E,2008,3,320
Sawridge 150G,2008,3,48
Sawridge 150H,2008,3,11
Fox Lake 162,2008,3,1921
Kapawe'no First Nation (Freeman 150B),2008,3,140
John d'Or Prairie 215,2008,3,1116
Tall Cree 173,2008,3,208
Tall Cree 173A,2008,3,146
Beaver Ranch 163,2008,3,15
Boyer 164,2008,3,200
Child Lake 164A,2008,3,175
Hay Lake 209,2008,3,1003
Bushe River 207,2008,3,456
Upper Hay River 212,2008,3,301
Kapawe'no First Nation (Halcro 150C),2008,3,0
Little Buffalo,2008,3,402
Carcajou 187,2008,3,0
Desmarais,2008,3,106
Woodland Cree 226,2008,3,560
Woodland Cree 228,2008,3,135
Kapawe'no First Nation (Grouard 230),2008,3,0
Fort Vermilion 173B,2008,3,85
Loon Lake 235,2008,3,481
Fox Creek,2008,3,2254
Grande Cache,2008,3,4133
Greenview No. 16,2008,3,5554
Valleyview,2008,3,1817
Sturgeon Lake 154,2008,3,1131
Sturgeon Lake 154A,2008,3,24
Grande Prairie County No. 1,2008,3,19869
Hythe,2008,3,838
Beaverlodge,2008,3,2400
Wembley,2008,3,1515
Grande Prairie,2008,3,53352
Sexsmith,2008,3,2244
Peace River,2008,3,6853
Smoky River No. 130,2008,3,2413
McLennan,2008,3,858
Donnelly,2008,3,316
Falher,2008,3,1035
Girouxville,2008,3,282
Birch Hills County,2008,3,1569
Spirit River No. 133,2008,3,709
Rycroft,2008,3,661
Spirit River,2008,3,1138
Saddle Hills County,2008,3,2488
Fairview No. 136,2008,3,1816
Fairview,2008,3,3401
Peace No. 135,2008,3,1531
Berwyn,2008,3,532
Grimshaw,2008,3,2668
Horse Lakes 152B,2008,3,384
Duncan's 151A,2008,3,128
Cypress County,2009,1,3883
Medicine Hat,2009,1,30737
Forty Mile County No. 8,2009,1,1829
Foremost,2009,1,274
Bow Island,2009,1,1005
Redcliff,2009,1,2952
Warner County No. 5,2009,1,2043
Coutts,2009,1,144
Milk River,2009,1,414
Warner,2009,1,160
Raymond,2009,1,1787
Stirling,2009,1,531
Lethbridge County,2009,1,5566
Lethbridge,2009,1,41281
Coalhurst,2009,1,935
Nobleford,2009,1,460
Barons,2009,1,158
Picture Butte,2009,1,866
Coaldale,2009,1,3717
Taber,2009,1,3649
Taber,2009,1,4099
Barnwell,2009,1,361
Vauxhall,2009,1,644
Newell County No. 4,2009,1,3764
Tilley,2009,1,202
Brooks,2009,1,7442
Duchess,2009,1,542
Rosemary,2009,1,187
Bassano,2009,1,707
Cardston County,2009,1,2106
Magrath,2009,1,1076
Improvement District No. 4 Waterton,2009,1,58
Cardston,2009,1,1739
Glenwood,2009,1,143
Hill Spring,2009,1,95
Pincher Creek No. 9,2009,1,1754
Pincher Creek,2009,1,1864
Cowley,2009,1,125
Willow Creek No. 26,2009,1,2793
Fort Macleod,2009,1,1576
Granum,2009,1,223
Claresholm,2009,1,1883
Stavely,2009,1,261
Nanton,2009,1,1057
Piikani 147,2009,1,663
Blood 148,2009,1,2319
Blood 148A,2009,1,0
Acadia No. 34,2009,1,287
Special Area No. 2,2009,1,1137
Empress,2009,1,78
Hanna,2009,1,1457
Special Area No. 3,2009,1,662
Oyen,2009,1,486
Cereal,2009,1,63
Youngstown,2009,1,87
Special Area No. 4,2009,1,757
Veteran,2009,1,145
Consort,2009,1,375
Vulcan County,2009,1,2060
Carmangay,2009,1,188
Champion,2009,1,188
Vulcan,2009,1,944
Lomond,2009,1,102
Milo,2009,1,58
Arrowwood,2009,1,104
Wheatland County,2009,1,4521
Strathmore,2009,1,6050
Hussar,2009,1,103
Standard,2009,1,205
Rockyford,2009,1,172
Drumheller,2009,1,4584
Starland County,2009,1,1149
Delia,2009,1,102
Munson,2009,1,120
Morrin,2009,1,129
Kneehill County,2009,1,2744
Carbon,2009,1,323
Acme,2009,1,374
Linden,2009,1,349
Three Hills,2009,1,1587
Trochu,2009,1,521
Siksika 146,2009,1,1527
Foothills No. 31,2009,1,10996
High River,2009,1,6254
Longview,2009,1,159
Turner Valley,2009,1,1081
Black Diamond,2009,1,1109
Okotoks,2009,1,11440
Rocky View County,2009,1,18863
Calgary,2009,1,561781
Chestermere,2009,1,6810
Cochrane,2009,1,8352
Airdrie,2009,1,19726
Irricana,2009,1,638
Beiseker,2009,1,430
Crossfield,2009,1,1503
Mountain View County,2009,1,6752
Carstairs,2009,1,1669
Cremona,2009,1,244
Didsbury,2009,1,2420
Olds,2009,1,4011
Sundre,2009,1,1320
Eden Valley 216,2009,1,276
Tsuu T'ina Nation 145 (Sarcee 145),2009,1,1249
Provost No. 52,2009,1,1342
Provost,2009,1,1086
Czar,2009,1,98
Hughenden,2009,1,125
Amisk,2009,1,93
Paintearth County No. 18,2009,1,1101
Coronation,2009,1,527
Castor,2009,1,446
Halkirk,2009,1,57
Stettler County No. 6,2009,1,2812
Big Valley,2009,1,189
Gadsby,2009,1,16
Botha,2009,1,98
Stettler,2009,1,2882
White Sands,2009,1,59
Rochon Sands,2009,1,36
Donalda,2009,1,133
Flagstaff County,2009,1,1866
Alliance,2009,1,93
Galahad,2009,1,62
Forestburg,2009,1,458
Heisler,2009,1,85
Daysland,2009,1,399
Strome,2009,1,125
Killam,2009,1,507
Sedgewick,2009,1,448
Lougheed,2009,1,120
Hardisty,2009,1,366
Wainwright No. 61,2009,1,2164
Chauvin,2009,1,198
Edgerton,2009,1,185
Wainwright,2009,1,2999
Irma,2009,1,243
Red Deer County,2009,1,10295
Elnora,2009,1,150
Delburne,2009,1,417
Jarvis Bay,2009,1,97
Bowden,2009,1,647
Innisfail,2009,1,3931
Penhold,2009,1,1199
Red Deer,2009,1,46546
Sylvan Lake,2009,1,6235
Norglenwold,2009,1,126
Lacombe County,2009,1,5585
Birchcliff,2009,1,61
Eckville,2009,1,543
Half Moon Bay,2009,1,19
Bentley,2009,1,541
Sunbreaker Cove,2009,1,49
Gull Lake,2009,1,76
Blackfalds,2009,1,3080
Lacombe,2009,1,5774
Clive,2009,1,328
Alix,2009,1,470
Ponoka County,2009,1,4784
Ponoka,2009,1,3335
Parkland Beach,2009,1,67
Rimbey,2009,1,1144
Samson 137,2009,1,1937
Samson 137A,2009,1,21
Montana 139,2009,1,340
Clearwater County,2009,1,6653
Burnstick Lake,2009,1,13
Caroline,2009,1,278
Rocky Mountain House,2009,1,3650
O'Chiese 203,2009,1,327
Sunchild 202,2009,1,323
Big Horn 144A,2009,1,76
Camrose County,2009,1,4117
Bashaw,2009,1,423
Rosalind,2009,1,101
Ferintosh,2009,1,89
Edberg,2009,1,82
New Norway,2009,1,154
Bawlf,2009,1,200
Camrose,2009,1,8389
Bittern Lake,2009,1,133
Hay Lakes,2009,1,226
Beaver County,2009,1,3108
Tofield,2009,1,1038
Ryley,2009,1,245
Holden,2009,1,205
Viking,2009,1,493
Minburn County No. 27,2009,1,1817
Vegreville,2009,1,2825
Innisfree,2009,1,109
Minburn,2009,1,46
Mannville,2009,1,408
Vermilion River County,2009,1,4212
Paradise Valley,2009,1,87
Lloydminster (Part),2009,1,9099
Kitscoty,2009,1,404
Vermilion,2009,1,2037
Marwayne,2009,1,301
Dewberry,2009,1,108
Two Hills County No. 21,2009,1,1659
Myrnam,2009,1,192
Two Hills,2009,1,600
Willingdon,2009,1,151
Lamont County,2009,1,2166
Andrew,2009,1,223
Mundare,2009,1,395
Chipman,2009,1,151
Lamont,2009,1,865
Bruderheim,2009,1,637
Improvement District No. 13 Elk Island,2009,1,7
Makaoo (Part) 120,2009,1,84
Wetaskiwin County No. 10,2009,1,5861
Wetaskiwin,2009,1,6148
Argentia Beach,2009,1,17
Grandview,2009,1,58
Poplar Bay,2009,1,41
Crystal Springs,2009,1,55
Norris Beach,2009,1,23
Ma-Me-O Beach,2009,1,60
Silver Beach,2009,1,24
Millet,2009,1,1138
Leduc County,2009,1,7279
Beaumont,2009,1,6092
Leduc,2009,1,11198
Devon,2009,1,3421
Calmar,2009,1,1069
Sundance Beach,2009,1,49
Thorsby,2009,1,521
Itaska Beach,2009,1,13
Golden Days,2009,1,93
Warburg,2009,1,378
Breton,2009,1,265
Drayton Valley,2009,1,3779
Brazeau County,2009,1,3915
Parkland County,2009,1,16324
Seba Beach,2009,1,84
Betula Beach,2009,1,6
Point Alison,2009,1,8
Lakeview,2009,1,17
Kapasiwin,2009,1,6
Wabamun,2009,1,353
Spring Lake,2009,1,275
Stony Plain,2009,1,7210
Spruce Grove,2009,1,12472
Strathcona County,2009,1,46615
Fort Saskatchewan,2009,1,9302
Sturgeon County,2009,1,10686
Edmonton,2009,1,413059
St. Albert,2009,1,31073
Gibbons,2009,1,1543
Redwater,2009,1,1075
Bon Accord,2009,1,808
Morinville,2009,1,4110
Legal,2009,1,632
Ermineskin 138,2009,1,901
Pigeon Lake 138A,2009,1,216
Louis Bull 138B,2009,1,701
Stony Plain 135,2009,1,648
Alexander 134,2009,1,540
Wabamun 133A,2009,1,579
Wabamun 133B,2009,1,9
Cold Lake,2009,1,7260
Bonnyville No. 87,2009,1,5975
Bonnyville,2009,1,3246
Bonnyville Beach,2009,1,49
Glendon,2009,1,238
Pelican Narrows,2009,1,80
St. Paul County No. 19,2009,1,3227
Elk Point,2009,1,770
St. Paul,2009,1,2643
Horseshoe Bay,2009,1,56
Smoky Lake County,2009,1,1997
Vilna,2009,1,126
Waskatenau,2009,1,130
Smoky Lake,2009,1,488
Lac la Biche County,2009,1,4634
Unipouheos 121,2009,1,407
Puskiakiwenin 122,2009,1,249
Saddle Lake 125,2009,1,2123
White Fish Lake 128,2009,1,689
Cold Lake 149,2009,1,279
Kehewin 123,2009,1,549
Cold Lake 149A,2009,1,28
Cold Lake 149B,2009,1,76
Beaver Lake 131,2009,1,216
Heart Lake 167,2009,1,86
Lac Ste. Anne County,2009,1,5537
Mayerthorpe,2009,1,746
Nakamun Park,2009,1,32
Val Quentin,2009,1,91
West Cove,2009,1,73
Yellowstone,2009,1,71
Ross Haven,2009,1,85
Castle Island,2009,1,10
Silver Sands,2009,1,62
Sunset Point,2009,1,124
Alberta Beach,2009,1,472
Birch Cove,2009,1,25
Onoway,2009,1,500
South View,2009,1,37
Sandy Beach,2009,1,129
Sunrise Beach,2009,1,84
Barrhead County No. 11,2009,1,3284
Barrhead,2009,1,2157
Westlock County,2009,1,4002
Woodlands County,2009,1,2406
Whitecourt,2009,1,5269
Westlock,2009,1,2413
Clyde,2009,1,260
Larkspur,2009,1,25
Thorhild County No. 7,2009,1,1931
Athabasca County,2009,1,4220
Mewatha Beach,2009,1,64
Boyle,2009,1,476
Sunset Beach,2009,1,31
Athabasca,2009,1,1433
Island Lake,2009,1,162
Island Lake South,2009,1,43
Bondiss,2009,1,62
South Baptiste,2009,1,30
West Baptiste,2009,1,36
Whispering Hills,2009,1,65
Alexis 133,2009,1,444
Yellowhead County,2009,1,5622
Hinton,2009,1,5338
Edson,2009,1,4531
Improvement District No. 25 Willmore Wilderness,2009,1,0
Crowsnest Pass,2009,1,3001
Kananaskis,2009,1,208
Bighorn No. 8,2009,1,757
Canmore,2009,1,6649
Ghost Lake,2009,1,43
Waiparous,2009,1,28
Improvement District No. 9 Banff,2009,1,688
Jasper,2009,1,2476
Banff,2009,1,4149
Improvement District No. 12 Jasper Park,2009,1,16
Ranchland No. 66,2009,1,43
"Stoney 142, 143, 144",2009,1,1651
Wood Buffalo,2009,1,35076
Improvement District No. 24 Wood Buffalo,2009,1,292
Janvier 194,2009,1,148
Gregoire Lake 176,2009,1,104
Gregoire Lake 176A,2009,1,21
Chipewyan 201A,2009,1,2
Old Fort 217,2009,1,0
Allison Bay 219,2009,1,41
Dog Head 218,2009,1,51
Charles Lake 225,2009,1,0
Fort McKay 174,2009,1,0
Namur River 174A,2009,1,0
Namur Lake 174B,2009,1,0
Fort Mackay,2009,1,295
Thebathi 196,2009,1,14
Thabacha Náre 196A,2009,1,0
High Prairie,2009,1,1387
Swan Hills,2009,1,877
Northern Sunrise County,2009,1,982
Big Lakes,2009,1,3238
Slave Lake,2009,1,3673
Opportunity No. 17,2009,1,1615
Lesser Slave River No.124,2009,1,1615
Nampa,2009,1,183
Clear Hills,2009,1,1541
Hines Creek,2009,1,223
Northern Lights County,2009,1,2189
Manning,2009,1,677
High Level,2009,1,2065
Mackenzie County,2009,1,5682
Rainbow Lake,2009,1,524
Jean Baptiste Gambler 183,2009,1,141
Wabasca 166,2009,1,67
Wabasca 166A,2009,1,374
Wabasca 166B,2009,1,126
Wabasca 166C,2009,1,97
Wabasca 166D,2009,1,470
Utikoomak Lake 155,2009,1,358
Clear Hills 152C,2009,1,0
Utikoomak Lake 155A,2009,1,58
Drift Pile River 150,2009,1,439
Sucker Creek 150A,2009,1,344
Kapawe'no First Nation (Pakashan 150D),2009,1,2
Swan River 150E,2009,1,157
Sawridge 150G,2009,1,27
Sawridge 150H,2009,1,3
Fox Lake 162,2009,1,956
Kapawe'no First Nation (Freeman 150B),2009,1,64
John d'Or Prairie 215,2009,1,566
Tall Cree 173,2009,1,113
Tall Cree 173A,2009,1,78
Beaver Ranch 163,2009,1,9
Boyer 164,2009,1,108
Child Lake 164A,2009,1,97
Hay Lake 209,2009,1,554
Bushe River 207,2009,1,229
Upper Hay River 212,2009,1,170
Kapawe'no First Nation (Halcro 150C),2009,1,0
Little Buffalo,2009,1,208
Carcajou 187,2009,1,0
Desmarais,2009,1,53
Woodland Cree 226,2009,1,319
Woodland Cree 228,2009,1,69
Kapawe'no First Nation (Grouard 230),2009,1,0
Fort Vermilion 173B,2009,1,45
Loon Lake 235,2009,1,248
Fox Creek,2009,1,1226
Grande Cache,2009,1,2324
Greenview No. 16,2009,1,2894
Valleyview,2009,1,926
Sturgeon Lake 154,2009,1,625
Sturgeon Lake 154A,2009,1,11
Grande Prairie County No. 1,2009,1,10635
Hythe,2009,1,416
Beaverlodge,2009,1,1224
Wembley,2009,1,796
Grande Prairie,2009,1,28580
Sexsmith,2009,1,1212
Peace River,2009,1,3527
Smoky River No. 130,2009,1,1282
McLennan,2009,1,404
Donnelly,2009,1,169
Falher,2009,1,496
Girouxville,2009,1,145
Birch Hills County,2009,1,853
Spirit River No. 133,2009,1,384
Rycroft,2009,1,344
Spirit River,2009,1,544
Saddle Hills County,2009,1,1285
Fairview No. 136,2009,1,930
Fairview,2009,1,1622
Peace No. 135,2009,1,811
Berwyn,2009,1,285
Grimshaw,2009,1,1350
Horse Lakes 152B,2009,1,200
Duncan's 151A,2009,1,70
Cypress County,2009,2,3496
Medicine Hat,2009,2,31260
Forty Mile County No. 8,2009,2,1723
Foremost,2009,2,276
Bow Island,2009,2,1000
Redcliff,2009,2,2775
Warner County No. 5,2009,2,1907
Coutts,2009,2,154
Milk River,2009,2,418
Warner,2009,2,167
Raymond,2009,2,1876
Stirling,2009,2,534
Lethbridge County,2009,2,5067
Lethbridge,2009,2,42744
Coalhurst,2009,2,927
Nobleford,2009,2,439
Barons,2009,2,145
Picture Butte,2009,2,814
Coaldale,2009,2,3542
Taber,2009,2,3276
Taber,2009,2,4162
Barnwell,2009,2,357
Vauxhall,2009,2,592
Newell County No. 4,2009,2,3401
Tilley,2009,2,179
Brooks,2009,2,6506
Duchess,2009,2,503
Rosemary,2009,2,182
Bassano,2009,2,664
Cardston County,2009,2,2155
Magrath,2009,2,1202
Improvement District No. 4 Waterton,2009,2,59
Cardston,2009,2,1915
Glenwood,2009,2,145
Hill Spring,2009,2,98
Pincher Creek No. 9,2009,2,1593
Pincher Creek,2009,2,1955
Cowley,2009,2,111
Willow Creek No. 26,2009,2,2633
Fort Macleod,2009,2,1639
Granum,2009,2,218
Claresholm,2009,2,1952
Stavely,2009,2,236
Nanton,2009,2,1121
Piikani 147,2009,2,643
Blood 148,2009,2,2347
Blood 148A,2009,2,0
Acadia No. 34,2009,2,245
Special Area No. 2,2009,2,992
Empress,2009,2,88
Hanna,2009,2,1435
Special Area No. 3,2009,2,553
Oyen,2009,2,532
Cereal,2009,2,69
Youngstown,2009,2,93
Special Area No. 4,2009,2,685
Veteran,2009,2,135
Consort,2009,2,369
Vulcan County,2009,2,1915
Carmangay,2009,2,178
Champion,2009,2,191
Vulcan,2009,2,1010
Lomond,2009,2,79
Milo,2009,2,57
Arrowwood,2009,2,105
Wheatland County,2009,2,4132
Strathmore,2009,2,6054
Hussar,2009,2,87
Standard,2009,2,190
Rockyford,2009,2,180
Drumheller,2009,2,3885
Starland County,2009,2,1150
Delia,2009,2,99
Munson,2009,2,99
Morrin,2009,2,126
Kneehill County,2009,2,2561
Carbon,2009,2,288
Acme,2009,2,308
Linden,2009,2,372
Three Hills,2009,2,1713
Trochu,2009,2,563
Siksika 146,2009,2,1487
Foothills No. 31,2009,2,10443
High River,2009,2,6251
